1403715886.584058046,4.54587
1403715886.634057999,4.32236
1403715886.684057951,3.40261
1403715886.734057903,2.76264
1403715886.784058094,3.73106
1403715886.834058046,3.72829
1403715886.884057999,2.79597
1403715886.934057951,3.09406
1403715886.984057903,3.80483
1403715887.034058094,3.44687
1403715887.084058046,4.04283
1403715887.134057999,3.47821
1403715887.184057951,3.66735
1403715887.234057903,2.66514
1403715887.284058094,3.91522
1403715887.334058046,3.88583
1403715887.384057999,3.46012
1403715887.434057951,3.90417
1403715887.484057903,4.33997
1403715887.534058094,3.96829
1403715887.584058046,3.74707
1403715887.634057999,2.70611
1403715887.684057951,2.67838
1403715887.734057903,2.50377
1403715887.784058094,2.74569
1403715887.834058046,3.74062
1403715887.884057999,3.78209
1403715887.934057951,3.45829
1403715887.984057903,2.59176
1403715888.034058094,3.50851
1403715888.084058046,3.6245
1403715888.134057999,2.79942
1403715888.184057951,2.5244
1403715888.234057903,3.86245
1403715888.284058094,2.64142
1403715888.334058046,3.8782
1403715888.384057999,3.01016
1403715888.434057951,2.76497
1403715888.484057903,3.74517
1403715888.534058094,3.78804
1403715888.584058046,2.92847
1403715888.634057999,2.72292
1403715888.684057951,3.5164
1403715888.734057903,3.06013
1403715888.784058094,2.60878
1403715888.834058046,3.03945
1403715888.884057999,2.74988
1403715888.934057951,2.69263
1403715888.984057903,3.72601
1403715889.034058094,3.8261
1403715889.084058046,3.74417
1403715889.134057999,2.60382
1403715889.184057951,2.58009
1403715889.234057903,3.02782
1403715889.284058094,3.68724
1403715889.334058046,4.15855
1403715889.384057999,3.94533
1403715889.434057951,3.98688
1403715889.484057903,2.65164
1403715889.534058094,3.89213
1403715889.584058046,2.52326
1403715889.634057999,3.82552
1403715889.684057951,2.57604
1403715889.734057903,2.70022
1403715889.784058094,3.55031
1403715889.834058046,3.91389
1403715889.884057999,3.75802
1403715889.934057951,2.60722
1403715889.984057903,2.98594
1403715890.034058094,3.45542
1403715890.084058046,3.90771
1403715890.134057999,3.97403
1403715890.184057951,4.20517
1403715890.234057903,3.24158
1403715890.284058094,3.41336
1403715890.334058046,3.78528
1403715890.384057999,4.70779
1403715890.434057951,3.61921
1403715890.484057903,3.62238
1403715890.534058094,2.53277
1403715890.584058046,3.75884
1403715890.634057999,4.06352
1403715890.684057951,4.05588
1403715890.734057903,3.63386
1403715890.784058094,4.4275
1403715890.834058046,3.30957
1403715890.884057999,3.88441
1403715890.934057951,3.92259
1403715890.984057903,3.00202
1403715891.034058094,4.05854
1403715891.084058046,2.5186
1403715891.134057999,3.58344
1403715891.184057951,3.44117
1403715891.234057903,3.62159
1403715891.284058094,3.63402
1403715891.334058046,2.7004
1403715891.384057999,2.82554
1403715891.434057951,3.85318
1403715891.484057903,3.27755
1403715891.534058094,2.77085
1403715891.584058046,3.86639
1403715891.634057999,2.69191
1403715891.684057951,3.10799
1403715891.734057903,3.72811
1403715891.784058094,2.8758
1403715891.834058046,2.72554
1403715891.884057999,4.38887
1403715891.934057951,3.9556
1403715891.984057903,3.35671
1403715892.034058094,4.35889
1403715892.084058046,3.13125
1403715892.134057999,2.63696
1403715892.184057951,2.57804
1403715892.234057903,3.85585
1403715892.284058094,3.78238
1403715892.334058046,3.81863
1403715892.384057999,4.74524
1403715892.434057951,3.22471
1403715892.484057903,2.62222
1403715892.534058094,3.7622
1403715892.584058046,3.69958
1403715892.634057999,3.6913
1403715892.684057951,3.78555
1403715892.734057903,4.03601
1403715892.784058094,4.44586
1403715892.834058046,2.62332
1403715892.884057999,4.44008
1403715892.934057951,2.79544
1403715892.984057903,2.84157
1403715893.034058094,4.30256
1403715893.084058046,4.3737
1403715893.134057999,4.77208
1403715893.184057951,3.71952
1403715893.234057903,4.03539
1403715893.284058094,3.77259
1403715893.334058046,3.92093
1403715893.384057999,4.43849
1403715893.434057951,15.3837
1403715893.484057903,9.83875
1403715893.534058094,11.3847
1403715893.584058046,12.8214
1403715893.634057999,12.1928
1403715893.684057951,14.1584
1403715893.734057903,17.5397
1403715893.784058094,16.1226
1403715893.834058046,17.3379
1403715893.884057999,19.1448
1403715893.934057951,17.4668
1403715893.984057903,18.9962
1403715894.034058094,20.7063
1403715894.084058046,17.2216
1403715894.134057999,19.6534
1403715894.184057951,22.3634
1403715894.234057903,20.3546
1403715894.284058094,20.5043
1403715894.334058046,23.7355
1403715894.384057999,22.4826
1403715894.434057951,23.2442
1403715894.484057903,22.6412
1403715894.534058094,20.3632
1403715894.584058046,22.7699
1403715894.634057999,24.8359
1403715894.684057951,23.4212
1403715894.734057903,25.3866
1403715894.784058094,24.2068
1403715894.834058046,22.7965
1403715894.884057999,22.04
1403715894.934057951,21.1868
1403715894.984057903,24.7651
1403715895.034058094,25.6177
1403715895.084058046,25.4851
1403715895.134057999,23.4681
1403715895.184057951,25.5099
1403715895.234057903,25.7219
1403715895.284058094,27.0304
1403715895.334058046,25.0852
1403715895.384057999,24.3596
1403715895.434057951,25.8968
1403715895.484057903,25.8788
1403715895.534058094,25.9377
1403715895.584058046,25.4153
1403715895.634057999,26.0547
1403715895.684057951,26.6419
1403715895.734057903,23.2063
1403715895.784058094,24.361
1403715895.834058046,22.284
1403715895.884057999,21.6488
1403715895.934057951,23.0032
1403715895.984057903,20.6368
1403715896.034058094,19.2601
