1403636579.763555527,2742.88
1403636579.813555479,2913.68
1403636579.863555431,3034.06
1403636579.913555384,3170.27
1403636579.963555574,3272.36
1403636580.013555527,3353.67
1403636580.063555479,3468.2
1403636580.113555431,3568.23
1403636580.163555384,3650.62
1403636580.213555574,3739.15
1403636580.263555527,3820.45
1403636580.313555479,3905.14
1403636580.363555431,4007.91
1403636580.413555384,4094.53
1403636580.463555574,4179.89
1403636580.513555527,4257.49
1403636580.563555479,4349
1403636580.613555431,4449.29
1403636580.663555384,4533.22
1403636580.713555574,4614.63
1403636580.763555527,4701.86
1403636580.813555479,4788.59
1403636580.863555431,4890.7
1403636580.913555384,4978.7
1403636580.963555574,5058.65
1403636581.013555527,5152.34
1403636581.063555479,5241.72
1403636581.113555431,5341.35
1403636581.163555384,5427.85
1403636581.213555574,5515.01
1403636581.263555527,5604.39
1403636581.313555479,5694.64
1403636581.363555431,5803.07
1403636581.413555384,5904.25
1403636581.463555574,5989.8
1403636581.513555527,6083.24
1403636581.563555479,6167.83
1403636581.613555431,6282.5
1403636581.663555384,6385.41
1403636581.713555574,6475.11
1403636581.763555527,6563.14
1403636581.813555479,6654.21
1403636581.863555431,6775.98
1403636581.913555384,6911.97
1403636581.963555574,7012.62
1403636582.013555527,7097.24
1403636582.063555479,7189.1
1403636582.113555431,7310.25
1403636582.163555384,7403.53
1403636582.213555574,7506.69
1403636582.263555527,7649.26
1403636582.313555479,7743.18
1403636582.363555431,7832.45
1403636582.413555384,7916.76
1403636582.463555574,8003.08
1403636582.513555527,8099.24
1403636582.563555479,8179.95
1403636582.613555431,8265.08
1403636582.663555384,8386.28
1403636582.713555574,8490.36
1403636582.763555527,8578.08
1403636582.813555479,8666.23
1403636582.863555431,8751.91
1403636582.913555384,8836.04
1403636582.963555574,8933.86
1403636583.013555527,9030.47
1403636583.063555479,9134.76
1403636583.113555431,9242.72
1403636583.163555384,9356.97
1403636583.213555574,9454.06
1403636583.263555527,9537.39
1403636583.313555479,9628.32
1403636583.363555431,9750.81
1403636583.413555384,9846.21
1403636583.463555574,9938.03
1403636583.513555527,10025.3
1403636583.563555479,10119
1403636583.613555431,10233.7
1403636583.663555384,10319
1403636583.713555574,10409.4
1403636583.763555527,10500.2
1403636583.813555479,10609.8
1403636583.863555431,10706.2
1403636583.913555384,10813.4
1403636583.963555574,10908.7
1403636584.013555527,11018
1403636584.063555479,11132.8
1403636584.113555431,11257.9
1403636584.163555384,11351.1
1403636584.213555574,11457.5
1403636584.263555527,11548.6
1403636584.313555479,11641
1403636584.363555431,11725.1
1403636584.413555384,11815.3
1403636584.463555574,11899.8
1403636584.513555527,11991
1403636584.563555479,12080
1403636584.613555431,12175.3
1403636584.663555384,12268.7
1403636584.713555574,12376.4
1403636584.763555527,12472
1403636584.813555479,12570.3
1403636584.863555431,12656
1403636584.913555384,12744.1
1403636584.963555574,12833.2
1403636585.013555527,12918.2
1403636585.063555479,13042.4
1403636585.113555431,13140.6
1403636585.163555384,13235.8
1403636585.213555574,13327.9
1403636585.263555527,13434.6
1403636585.313555479,13535.4
1403636585.363555431,13636.9
1403636585.413555384,13722.5
1403636585.463555574,13809.4
1403636585.513555527,13919.5
1403636585.563555479,14003.8
1403636585.613555431,14093.1
1403636585.663555384,14183.1
1403636585.713555574,14270.3
1403636585.763555527,14353
1403636585.813555479,14438.7
1403636585.863555431,14533.2
1403636585.913555384,14636.6
1403636585.963555574,14753.5
1403636586.013555527,14844.6
1403636586.063555479,14936.1
1403636586.113555431,15037.6
1403636586.163555384,15131.2
1403636586.213555574,15224.1
1403636586.263555527,15329.1
1403636586.313555479,15428.6
1403636586.363555431,15523.9
1403636586.413555384,15635.2
1403636586.463555574,15727.7
1403636586.513555527,15828.9
1403636586.563555479,15922.3
1403636586.613555431,16020.7
1403636586.663555384,16110.9
1403636586.713555574,16218.3
1403636586.763555527,16309.2
1403636586.813555479,16401.5
1403636586.863555431,16488.5
1403636586.913555384,16576.6
1403636586.963555574,16661.6
1403636587.013555527,16748.1
1403636587.063555479,16838.2
1403636587.113555431,16926.5
1403636587.163555384,17009.8
1403636587.213555574,17102.6
1403636587.263555527,17194.6
1403636587.313555479,17285.9
1403636587.363555431,17371.4
1403636587.413555384,17478.1
1403636587.463555574,17570.5
1403636587.513555527,17678.6
1403636587.563555479,17772
1403636587.613555431,17881.4
1403636587.663555384,17977.4
1403636587.713555574,18086.7
1403636587.763555527,18188
1403636587.813555479,18272.1
1403636587.863555431,18383.2
1403636587.913555384,18482.7
1403636587.963555574,18578.1
1403636588.013555527,18661.6
1403636588.063555479,18753.6
1403636588.113555431,18842
1403636588.163555384,18933.4
1403636588.213555574,19031
1403636588.263555527,19133
1403636588.313555479,19230
1403636588.363555431,19318.3
1403636588.413555384,19408
1403636588.463555574,19495.7
1403636588.513555527,19583.8
1403636588.563555479,19667.2
1403636588.613555431,19757.7
1403636588.663555384,19848.2
1403636588.713555574,19939.3
1403636588.763555527,20020.7
1403636588.813555479,20105.9
1403636588.863555431,20218.2
1403636588.913555384,20311.4
1403636588.963555574,20395.1
1403636589.013555527,20485.8
1403636589.063555479,20569.8
1403636589.113555431,20653.7
1403636589.163555384,20740.9
1403636589.213555574,20830.2
1403636589.263555527,20920.4
1403636589.313555479,21009.9
1403636589.363555431,21100.4
1403636589.413555384,21200.2
1403636589.463555574,21327.6
1403636589.513555527,21431
1403636589.563555479,21518.9
1403636589.613555431,21624.8
1403636589.663555384,21730
1403636589.713555574,21832
1403636589.763555527,21929.7
1403636589.813555479,22036.1
1403636589.863555431,22136.9
1403636589.913555384,22234.4
1403636589.963555574,22337.5
1403636590.013555527,22437.2
1403636590.063555479,22528.3
1403636590.113555431,22655.6
1403636590.163555384,22752.7
1403636590.213555574,22862.4
1403636590.263555527,22965.1
1403636590.313555479,23062.9
1403636590.363555431,23152.5
1403636590.413555384,23236.1
1403636590.463555574,23334
1403636590.513555527,23426.5
1403636590.563555479,23522.7
1403636590.613555431,23605.9
1403636590.663555384,23700.1
1403636590.713555574,23793.7
1403636590.763555527,23875.9
1403636590.813555479,23972.6
1403636590.863555431,24062.8
1403636590.913555384,24151.3
1403636590.963555574,24236.4
1403636591.013555527,24330.9
1403636591.063555479,24423.9
1403636591.113555431,24521.5
1403636591.163555384,24608.4
1403636591.213555574,24702.5
1403636591.263555527,24795.6
1403636591.313555479,24886.4
1403636591.363555431,24974.6
1403636591.413555384,25067.7
1403636591.463555574,25157.4
1403636591.513555527,25268.7
1403636591.563555479,25372.6
1403636591.613555431,25460.5
1403636591.663555384,25566.4
1403636591.713555574,25672.1
1403636591.763555527,25773.8
1403636591.813555479,25875.4
1403636591.863555431,25962.2
1403636591.913555384,26075.1
1403636591.963555574,26162.2
1403636592.013555527,26243.8
1403636592.063555479,26335.6
1403636592.113555431,26430.9
1403636592.163555384,26537.4
1403636592.213555574,26637.7
1403636592.263555527,26737.7
1403636592.313555479,26833.3
1403636592.363555431,26915.5
1403636592.413555384,27012.9
1403636592.463555574,27098.1
1403636592.513555527,27205.9
1403636592.563555479,27301.1
1403636592.613555431,27410.5
1403636592.663555384,27519.3
1403636592.713555574,27622.9
1403636592.763555527,27716.5
1403636592.813555479,27807.4
1403636592.863555431,27907.6
1403636592.913555384,28020.7
1403636592.963555574,28109.7
1403636593.013555527,28204.1
1403636593.063555479,28299.4
1403636593.113555431,28397.7
1403636593.163555384,28510.2
1403636593.213555574,28635.4
1403636593.263555527,28730.6
1403636593.313555479,28831.7
1403636593.363555431,28937.5
1403636593.413555384,29021.1
1403636593.463555574,29129.1
1403636593.513555527,29220.8
1403636593.563555479,29314.7
1403636593.613555431,29422.4
1403636593.663555384,29503.9
1403636593.713555574,29593.4
1403636593.763555527,29677.9
1403636593.813555479,29780.9
1403636593.863555431,29875.1
1403636593.913555384,29967.1
1403636593.963555574,30068.3
1403636594.013555527,30177.6
1403636594.063555479,30286.9
1403636594.113555431,30387.7
1403636594.163555384,30480
1403636594.213555574,30587.6
1403636594.263555527,30687.7
1403636594.313555479,30780.9
1403636594.363555431,30881.7
1403636594.413555384,31004.3
1403636594.463555574,31108.5
1403636594.513555527,31218.3
1403636594.563555479,31315.3
1403636594.613555431,31408.4
1403636594.663555384,31528.8
1403636594.713555574,31628.5
1403636594.763555527,31723.3
1403636594.813555479,31835.6
1403636594.863555431,31938.2
1403636594.913555384,32044.9
1403636594.963555574,32169.8
1403636595.013555527,32272.2
1403636595.063555479,32382.5
1403636595.113555431,32482.4
1403636595.163555384,32579.4
1403636595.213555574,32703.6
1403636595.263555527,32803.7
1403636595.313555479,32909.4
1403636595.363555431,33022.8
1403636595.413555384,33120.8
1403636595.463555574,33218.1
1403636595.513555527,33311.5
1403636595.563555479,33423.3
1403636595.613555431,33519.7
